latitude,longitude,state,grid_key,acq_date,acq_time,model_predicted_class,prediction_confidence,heuristic_label,risk_score,risk_level,risk_score_api,frp,brightness,bright_t31,bright_ti4,bright_ti5,dist_industrial_zone_km,dist_power_plant_km,dist_quarry_km,dist_brick_kiln_km,dist_oil_gas_km,dist_waste_site_km,landcover_name,landcover_class,population_density,recurrence_score,recency_score,trend_score,stability_score,persistence_confidence,site_detection_count,top_shap_feature,top_shap_impact,risk_explanation,prob_Agricultural_Burning,prob_Brick_Kiln,prob_Industrial,prob_Mining_Extraction,prob_Other_Unknown,prob_Waste_Landfill,prob_Wildfire,scan,track,satellite,instrument,confidence,version,daynight,confidence_numeric,landcover_code,ndvi,nbr,sar_backscatter_delta,type,label_confidence
21.10508,72.6461,Gujarat,2111_7265,2026-09-24,2055.0,Industrial,1.0,Industrial,59.3,High,0.732,3.74,338.49,299.27,338.49,299.27,0.586,1.155,51.984,136.123,2.698,60.255,Built-up,50.0,73100.5625,0.7688672468575888,0.7236346187201891,0.4646967725305233,0.12198453348825442,1.0,59.0,dist_power_plant_km,2.3641,Classified as Industrial (100% confidence). moderately persistent (persistence score 58/100). Intensity score 34/100. Overall risk: 59/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41,0.37,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.16195,72.67301,Gujarat,2116_7267,2026-09-11,2138.0,Industrial,1.0,Industrial,51.3,High,0.724,7.13,331.97,275.71,331.97,275.71,0.685,1.224,46.413,129.555,8.96,54.442,Built-up,50.0,76050.3515625,0.5450133092487028,9.455862412651049e-11,0.44737939506662794,0.34470337325932815,1.0,19.0,dist_power_plant_km,2.2134,Classified as Industrial (100% confidence). moderately persistent (persistence score 35/100). Intensity score 45/100. Overall risk: 51/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.58,0.7,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.16448,72.67401,Gujarat,2116_7267,2026-09-11,2138.0,Industrial,1.0,Industrial,64.3,High,0.727,7.51,335.15,276.94,335.15,276.94,0.493,1.185,46.192,129.265,9.248,54.207,Built-up,50.0,76050.3515625,0.5552083144780106,1.0,0.4549902292901372,0.33325165349457264,1.0,19.0,dist_power_plant_km,2.4163,Classified as Industrial (100% confidence). moderately persistent (persistence score 61/100). Intensity score 46/100. Overall risk: 64/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.58,0.7,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.16783,72.66529,Gujarat,2117_7267,2026-09-11,1957.0,Industrial,1.0,Industrial,55.3,High,0.752,8.96,338.24,281.21,338.24,281.21,0.893,0.405,46.832,128.979,9.066,54.792,Built-up,50.0,68765.6953125,0.6649364096070337,3.8731212442218596e-07,0.504552904460931,0.31779792277366603,1.0,36.0,dist_power_plant_km,2.4385,Classified as Industrial (100% confidence). moderately persistent (persistence score 41/100). Intensity score 50/100. Overall risk: 55/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.57,0.69,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.16521,72.6657,Gujarat,2117_7267,2026-09-11,1957.0,Industrial,1.0,Industrial,67.1,High,0.746,8.02,336.35,281.14,336.35,281.14,0.795,0.392,46.924,129.265,8.837,54.904,Built-up,50.0,68765.6953125,0.6704023478051564,1.0,0.4926696429019973,0.3206228298989374,1.0,36.0,dist_power_plant_km,2.3599,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 48/100. Overall risk: 67/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.57,0.69,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.16577,72.6686,Gujarat,2117_7267,2026-09-11,2138.0,Industrial,1.0,Industrial,66.7,High,0.743,7.51,324.7,276.16,324.7,276.16,0.645,0.686,46.627,129.174,9.049,54.614,Built-up,50.0,68765.6953125,0.675714295252094,1.0,0.48650684837064123,0.31675076125716695,1.0,36.0,dist_power_plant_km,2.3764,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 46/100. Overall risk: 67/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.58,0.7,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.18432,81.38468,Chhattisgarh,2118_8138,2026-08-25,2017.0,Industrial,1.0,Industrial,48.9,Medium,0.75,1.61,308.6,290.35,308.6,290.35,0.651,1.238,8.555,212.689,445.374,1.866,Built-up,50.0,13666.30078125,0.7413915852262982,9.106079138855144e-07,0.5007224994971344,0.4564700608557751,1.0,52.0,dist_power_plant_km,2.3108,Classified as Industrial (100% confidence). moderately persistent (persistence score 45/100). Intensity score 21/100. Overall risk: 49/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.18102,81.38407,Chhattisgarh,2118_8138,2026-08-25,2017.0,Industrial,1.0,Industrial,60.4,High,0.754,2.19,309.56,290.28,309.56,290.28,0.806,1.14,8.893,212.778,445.013,1.831,Built-up,50.0,13666.30078125,0.7450530918139344,1.0,0.5079576613459708,0.13156222882715357,1.0,52.0,dist_power_plant_km,2.5612,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 25/100. Overall risk: 60/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.19039,81.19882,Chhattisgarh,2119_8120,2026-08-25,2017.0,Industrial,1.0,Industrial,46.9,Medium,0.752,1.32,308.46,290.78,308.46,290.78,0.901,20.347,3.869,231.872,437.364,17.294,Bare / sparse vegetation,60.0,4828.015625,0.7413915852262982,8.496272260096937e-07,0.5031424586231206,0.28388764877357986,1.0,51.0,dist_industrial_zone_km,4.0682,Classified as Industrial (100% confidence). moderately persistent (persistence score 43/100). Intensity score 18/100. Overall risk: 47/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
21.19365,81.39023,Chhattisgarh,2119_8139,2026-08-25,2017.0,Industrial,1.0,Industrial,47.2,Medium,0.746,1.27,312.39,290.55,312.39,290.55,1.034,1.781,7.755,212.045,446.37,2.151,Built-up,50.0,9913.701171875,0.7413915852262982,9.106079138855144e-07,0.4927805017808794,0.3584571017200332,1.0,54.0,dist_power_plant_km,1.9734,Classified as Industrial (100% confidence). moderately persistent (persistence score 44/100). Intensity score 18/100. Overall risk: 47/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.19034,81.38962,Chhattisgarh,2119_8139,2026-08-25,2017.0,Industrial,1.0,Industrial,58.0,High,0.746,1.27,306.42,289.59,306.42,289.59,0.677,1.45,8.076,212.133,446.007,2.234,Built-up,50.0,9913.701171875,0.7450530918139344,1.0,0.49292204146831203,0.12664971520041435,1.0,54.0,dist_power_plant_km,2.067,Classified as Industrial (100% confidence). moderately persistent (persistence score 65/100). Intensity score 18/100. Overall risk: 58/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.18644,81.39273,Chhattisgarh,2119_8139,2026-08-25,2017.0,Industrial,1.0,Industrial,61.6,High,0.756,2.81,307.39,290.17,307.39,290.17,0.294,0.941,8.596,211.84,445.552,1.947,Built-up,50.0,9913.701171875,0.7486448511604031,1.0,0.5123052070960348,0.12555744723799359,1.0,54.0,dist_power_plant_km,2.6596,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 29/100. Overall risk: 62/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.18732,81.39306,Chhattisgarh,2119_8139,2026-09-21,2010.0,Industrial,1.0,Industrial,53.8,High,0.75,1.82,328.33,291.86,328.33,291.86,0.393,1.031,8.518,211.8,445.648,1.963,Built-up,50.0,9913.701171875,0.7521694708713587,0.5358867312681466,0.4997004717339436,0.12449425590402062,1.0,54.0,dist_power_plant_km,2.5399,Classified as Industrial (100% confidence). moderately persistent (persistence score 54/100). Intensity score 22/100. Overall risk: 54/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.19608,81.41749,Chhattisgarh,2120_8142,2026-08-25,2017.0,Waste/Landfill,1.0,Waste/Landfill,41.2,Medium,0.733,1.76,317.2,289.77,317.2,289.77,3.043,1.127,8.975,209.207,446.456,0.755,Cropland,40.0,10293.2978515625,0.7413915852262982,7.062423478539298e-07,0.4654576114646729,0.4039835367044235,1.0,51.0,dist_waste_site_km,12.8792,Classified as Waste/Landfill (100% confidence). moderately persistent (persistence score 44/100). Intensity score 22/100. Overall risk: 41/100.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,40.0,,,,0,medium
21.24484,81.76915,Chhattisgarh,2124_8177,2026-08-25,2017.0,Industrial,1.0,Industrial,47.1,Medium,0.751,1.21,304.63,289.61,304.63,289.61,0.107,10.079,3.304,172.513,451.152,37.572,Cropland,40.0,2564.940673828125,0.7413915852262982,6.589474105681313e-07,0.5019949894132009,0.35386787692157073,1.0,51.0,dist_industrial_zone_km,3.819,Classified as Industrial (100% confidence). moderately persistent (persistence score 44/100). Intensity score 17/100. Overall risk: 47/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.37,N21,VIIRS,n,2.0NRT,N,50.0,40.0,,,,0,medium
21.31093,81.59187,Chhattisgarh,2131_8159,2026-08-25,2017.0,Industrial,1.0,Industrial,48.1,Medium,0.752,1.29,307.1,290.05,307.1,290.05,0.149,2.196,18.933,190.707,458.483,22.874,Grassland,30.0,4107.64990234375,0.7413915852262982,9.106079138855144e-07,0.5040199133824956,0.45287524238854354,1.0,51.0,dist_industrial_zone_km,4.2887,Classified as Industrial (100% confidence). moderately persistent (persistence score 45/100). Intensity score 18/100. Overall risk: 48/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,30.0,,,,0,medium
21.34633,81.66607,Chhattisgarh,2135_8167,2026-09-09,2036.0,Industrial,1.0,Industrial,50.9,High,0.755,2.72,320.23,289.42,320.23,289.42,0.935,6.695,12.873,183.053,455.254,31.451,Built-up,50.0,5252.69921875,0.7413915852262982,5.73647039452609e-07,0.5105334412902848,0.39517243928341056,1.0,51.0,dist_industrial_zone_km,4.1817,Classified as Industrial (100% confidence). moderately persistent (persistence score 45/100). Intensity score 28/100. Overall risk: 51/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42,0.46,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.37453,81.64227,Chhattisgarh,2137_8164,2026-08-25,2017.0,Industrial,1.0,Industrial,50.0,High,0.757,2.78,309.0,289.59,309.0,289.59,0.709,7.593,16.657,185.603,452.184,31.329,Bare / sparse vegetation,60.0,3421.642578125,0.7413915852262982,9.106079138855144e-07,0.5136591006211038,0.267539398267692,1.0,51.0,dist_industrial_zone_km,4.2225,Classified as Industrial (100% confidence). moderately persistent (persistence score 43/100). Intensity score 29/100. Overall risk: 50/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
21.36512,81.67917,Chhattisgarh,2137_8168,2026-08-25,2017.0,Industrial,1.0,Industrial,49.7,Medium,0.753,1.98,306.52,289.6,306.52,289.6,0.216,9.051,13.017,181.749,453.136,33.738,Tree cover,10.0,4016.723388671875,0.7413915852262982,8.898096003883441e-07,0.5069570509809709,0.43825149385705314,1.0,52.0,dist_industrial_zone_km,4.1575,Classified as Industrial (100% confidence). moderately persistent (persistence score 45/100). Intensity score 24/100. Overall risk: 50/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,10.0,,,,0,medium
21.37116,81.68417,Chhattisgarh,2137_8168,2026-08-25,2017.0,Industrial,1.0,Industrial,60.7,High,0.756,2.32,308.19,289.83,308.19,289.83,0.472,9.883,13.106,181.254,452.454,34.547,Tree cover,10.0,4016.723388671875,0.7450530918139344,1.0,0.5110692694947218,0.12864998688842208,1.0,52.0,dist_industrial_zone_km,4.3444,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 26/100. Overall risk: 61/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,10.0,,,,0,medium
21.37509,81.68103,Chhattisgarh,2138_8168,2026-08-25,2017.0,Industrial,1.0,Industrial,52.5,High,0.763,3.85,314.57,290.19,314.57,290.19,0.094,9.947,13.646,181.594,452.023,34.534,Built-up,50.0,4076.39697265625,0.7413915852262982,9.106079138855144e-07,0.5259716041456323,0.3548233631605504,1.0,51.0,dist_industrial_zone_km,4.7679,Classified as Industrial (100% confidence). moderately persistent (persistence score 44/100). Intensity score 34/100. Overall risk: 52/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
21.43382,72.97546,Gujarat,2143_7298,2026-08-30,2023.0,Industrial,1.0,Industrial,45.7,Medium,0.748,1.11,306.45,292.27,306.45,292.27,1.866,10.266,12.978,100.682,52.401,15.223,Cropland,40.0,403.9933166503906,0.7413915852262982,7.927302323749431e-07,0.49548262291900613,0.2212503558811658,1.0,51.0,dist_industrial_zone_km,4.4427,Classified as Industrial (100% confidence). moderately persistent (persistence score 42/100). Intensity score 16/100. Overall risk: 46/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.46,N21,VIIRS,n,2.0NRT,N,50.0,40.0,,,,0,medium
21.67331,84.0409,Odisha,2167_8404,2026-08-26,729.0,Industrial,1.0,Industrial,53.2,High,0.767,4.73,329.78,295.02,329.78,295.02,0.319,5.352,8.891,32.299,381.809,12.31,Cropland,40.0,384.1192321777344,0.7413915852262982,8.302217133485085e-07,0.5337759825867866,0.29964576682230115,1.0,51.0,dist_industrial_zone_km,4.6028,Classified as Industrial (100% confidence). moderately persistent (persistence score 44/100). Intensity score 38/100. Overall risk: 53/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.37,N21,VIIRS,l,2.0NRT,D,20.0,40.0,,,,0,medium
21.67999,84.03966,Odisha,2168_8404,2026-08-26,729.0,Industrial,1.0,Industrial,57.5,High,0.793,9.21,332.83,296.61,332.83,296.61,0.524,4.641,8.241,32.708,381.853,11.634,Built-up,50.0,776.2899780273438,0.7413915852262982,8.898096003883441e-07,0.585829241154706,0.2745410868942353,1.0,51.0,dist_industrial_zone_km,4.6098,Classified as Industrial (100% confidence). moderately persistent (persistence score 45/100). Intensity score 50/100. Overall risk: 58/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.37,N21,VIIRS,l,2.0NRT,D,20.0,50.0,,,,0,medium
21.73116,82.21548,Chhattisgarh,2173_8222,2026-08-25,2017.0,Mining/Extraction,1.0,Mining/Extraction,42.5,Medium,0.748,1.19,306.81,287.73,306.81,287.73,0.201,29.513,1.857,134.517,414.801,25.344,Grassland,30.0,3118.6064453125,0.7413915852262982,8.11259423209053e-07,0.49618007432222205,0.39848304089590575,1.0,51.0,dist_quarry_km,4.1504,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 44/100). Intensity score 17/100. Overall risk: 42/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.37,N21,VIIRS,n,2.0NRT,N,50.0,30.0,,,,0,medium
21.74194,83.84369,Odisha,2174_8384,2026-08-28,833.0,Mining/Extraction,1.0,Mining/Extraction,50.2,High,0.788,7.65,327.14,280.41,327.14,280.41,0.726,6.125,0.961,29.511,401.301,2.396,Permanent water bodies,80.0,748.9869995117188,0.7413915852262982,3.318856351600364e-09,0.5751561794443347,0.2152627438698509,1.0,53.0,dist_quarry_km,4.6892,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 44/100). Intensity score 47/100. Overall risk: 50/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.73,0.76,N21,VIIRS,n,2.0NRT,D,50.0,80.0,,,,0,medium
21.7424,83.8442,Odisha,2174_8384,2026-08-28,833.0,Mining/Extraction,1.0,Mining/Extraction,61.3,High,0.786,7.46,327.67,281.35,327.67,281.35,0.72,6.154,0.896,29.569,401.244,2.326,Permanent water bodies,80.0,748.9869995117188,0.7450530918139344,1.0,0.5713791796245806,0.20433454254830635,1.0,53.0,dist_quarry_km,4.6491,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 68/100). Intensity score 46/100. Overall risk: 61/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.72,0.76,N21,VIIRS,n,2.0NRT,D,50.0,80.0,,,,0,medium
21.74265,83.84153,Odisha,2174_8384,2026-09-14,2042.0,Mining/Extraction,1.0,Mining/Extraction,54.4,High,0.765,4.21,324.28,290.6,324.28,290.6,0.712,6.281,0.986,29.564,401.517,2.444,Permanent water bodies,80.0,748.9869995117188,0.7486448511604031,0.675174973084095,0.5298275223828471,0.20265525293215547,1.0,53.0,dist_quarry_km,4.6208,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 59/100). Intensity score 36/100. Overall risk: 54/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36,0.57,N21,VIIRS,n,2.0NRT,N,50.0,80.0,,,,0,medium
21.74782,83.84293,Odisha,2175_8384,2026-09-06,1951.0,Mining/Extraction,1.0,Mining/Extraction,50.7,High,0.78,6.22,333.05,293.38,333.05,293.38,0.754,6.765,0.461,30.151,401.321,1.896,Bare / sparse vegetation,60.0,472.37310791015625,0.7413915852262982,6.743495761743051e-07,0.5595017049152425,0.4738714836482776,1.0,59.0,dist_quarry_km,5.4471,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 47/100). Intensity score 43/100. Overall risk: 51/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45,0.39,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
21.75493,83.84402,Odisha,2175_8384,2026-09-06,1951.0,Mining/Extraction,1.0,Mining/Extraction,56.6,High,0.762,3.45,325.2,292.45,325.2,292.45,1.284,7.48,0.598,30.95,401.14,1.287,Bare / sparse vegetation,60.0,472.37310791015625,0.7450530918139344,1.0,0.5239693582467541,0.13930646656075749,1.0,59.0,dist_quarry_km,5.4008,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 66/100). Intensity score 32/100. Overall risk: 57/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.45,0.39,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
21.74762,83.84351,Odisha,2175_8384,2026-09-13,833.0,Mining/Extraction,1.0,Mining/Extraction,66.5,High,0.862,20.92,341.73,285.28,341.73,285.28,0.808,6.724,0.427,30.136,401.264,1.876,Bare / sparse vegetation,60.0,472.37310791015625,0.7486448511604031,0.8506671609508557,0.7246420196848816,0.13811615546374695,1.0,59.0,dist_quarry_km,5.5588,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 68/100). Intensity score 67/100. Overall risk: 66/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.73,0.76,N21,VIIRS,n,2.0NRT,D,50.0,60.0,,,,0,medium
21.7471,83.8422,Odisha,2175_8384,2026-09-13,833.0,Mining/Extraction,1.0,Mining/Extraction,68.0,High,0.858,20.35,348.28,286.01,348.28,286.01,0.665,6.716,0.569,30.063,401.403,2.006,Bare / sparse vegetation,60.0,472.37310791015625,0.7521694708713587,1.0,0.7152150752446899,0.13815717266810285,1.0,59.0,dist_quarry_km,5.52,Classified as Mining/Extraction (100% confidence). chronic/highly persistent (persistence score 71/100). Intensity score 66/100. Overall risk: 68/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.73,0.76,N21,VIIRS,n,2.0NRT,D,50.0,60.0,,,,0,medium
21.74853,83.84286,Odisha,2175_8384,2026-09-14,813.0,Mining/Extraction,1.0,Mining/Extraction,60.9,High,0.784,7.69,367.0,296.01,367.0,296.01,0.769,6.842,0.429,30.229,401.321,1.841,Bare / sparse vegetation,60.0,472.37310791015625,0.7556294149979565,0.9771599684342459,0.5672883840913132,0.1370196916058734,1.0,59.0,dist_quarry_km,5.3706,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 67/100). Intensity score 47/100. Overall risk: 61/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35,0.57,N21,VIIRS,h,2.0NRT,D,90.0,60.0,,,,0,medium
21.74779,83.84294,Odisha,2175_8384,2026-09-14,2042.0,Mining/Extraction,1.0,Mining/Extraction,60.8,High,0.78,7.23,367.0,292.0,367.0,292.0,0.754,6.761,0.462,30.148,401.32,1.898,Bare / sparse vegetation,60.0,472.37310791015625,0.7590270143845762,1.0,0.5604214658381881,0.13608091456698077,1.0,59.0,dist_quarry_km,5.4131,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 68/100). Intensity score 46/100. Overall risk: 61/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36,0.57,N21,VIIRS,h,2.0NRT,N,90.0,60.0,,,,0,medium
21.75292,83.84437,Odisha,2175_8384,2026-09-14,2042.0,Mining/Extraction,1.0,Mining/Extraction,60.8,High,0.78,7.23,321.66,290.16,321.66,290.16,1.153,7.256,0.388,30.732,401.123,1.388,Bare / sparse vegetation,60.0,472.37310791015625,0.7623644761006665,1.0,0.5593527675811102,0.13499911861655714,1.0,59.0,dist_quarry_km,5.3419,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 68/100). Intensity score 46/100. Overall risk: 61/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36,0.57,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
21.74819,83.84373,Odisha,2175_8384,2026-09-15,754.0,Mining/Extraction,1.0,Mining/Extraction,65.7,High,0.828,15.49,339.13,300.11,339.13,300.11,0.844,6.776,0.37,30.202,401.235,1.812,Bare / sparse vegetation,60.0,472.37310791015625,0.7656438920523007,0.9771599684342459,0.656413240844035,0.13394401195680863,1.0,59.0,dist_quarry_km,5.5064,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 70/100). Intensity score 61/100. Overall risk: 66/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.54,0.42,N21,VIIRS,n,2.0NRT,D,50.0,60.0,,,,0,medium
21.74769,83.84389,Odisha,2175_8384,2026-09-21,2010.0,Mining/Extraction,1.0,Mining/Extraction,55.9,High,0.757,3.94,330.74,284.76,330.74,284.76,0.848,6.718,0.393,30.149,401.224,1.845,Bare / sparse vegetation,60.0,472.37310791015625,0.7688672468575888,0.8705505632961241,0.514668203678956,0.1330805175572592,1.0,59.0,dist_quarry_km,5.527,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 64/100). Intensity score 35/100. Overall risk: 56/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.37,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
21.74682,83.84542,Odisha,2175_8385,2026-08-25,2017.0,Mining/Extraction,1.0,Mining/Extraction,39.2,Medium,0.748,2.91,303.7,279.88,303.7,279.88,0.993,6.577,0.39,30.072,401.075,1.836,Tree cover,10.0,987.071044921875,0.337857147626047,5.0610764943293907e-17,0.4959500885711756,0.3390015061935766,1.0,6.0,dist_quarry_km,5.1235,Classified as Mining/Extraction (100% confidence). low persistence / first-seen (persistence score 29/100). Intensity score 30/100. Overall risk: 39/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.46,0.39,N21,VIIRS,n,2.0NRT,N,50.0,10.0,,,,0,medium
21.75589,83.84266,Odisha,2176_8384,2026-09-15,754.0,Mining/Extraction,1.0,Mining/Extraction,54.0,High,0.81,12.14,336.69,298.21,336.69,298.21,1.188,7.624,0.76,31.04,401.271,1.362,Tree cover,10.0,325.0540771484375,0.7413915852262982,5.605449229639103e-07,0.6206363314209387,0.3330324723230747,1.0,51.0,dist_quarry_km,5.1344,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 46/100). Intensity score 56/100. Overall risk: 54/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.54,0.42,N21,VIIRS,n,2.0NRT,D,50.0,10.0,,,,0,medium
21.76145,83.84943,Odisha,2176_8385,2026-09-06,1951.0,Waste/Landfill,1.0,Waste/Landfill,48.0,Medium,0.778,7.56,332.73,292.77,332.73,292.77,0.832,8.047,1.291,31.738,400.521,0.547,Grassland,30.0,1080.161865234375,0.7413915852262982,6.90111750335874e-07,0.5560558567603926,0.35022670002459644,1.0,52.0,dist_waste_site_km,11.8597,Classified as Waste/Landfill (100% confidence). moderately persistent (persistence score 45/100). Intensity score 47/100. Overall risk: 48/100.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.45,0.39,N21,VIIRS,n,2.0NRT,N,50.0,30.0,,,,0,medium
21.76369,83.84921,Odisha,2176_8385,2026-09-14,2042.0,Waste/Landfill,1.0,Waste/Landfill,48.9,Medium,0.742,1.89,322.71,290.23,322.71,290.23,0.667,8.295,1.53,31.982,400.523,0.645,Grassland,30.0,1080.161865234375,0.7450530918139344,0.8312378961427878,0.48431886980129385,0.16054716446962403,1.0,52.0,dist_waste_site_km,12.5906,Classified as Waste/Landfill (100% confidence). moderately persistent (persistence score 61/100). Intensity score 23/100. Overall risk: 49/100.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36,0.57,N21,VIIRS,n,2.0NRT,N,50.0,30.0,,,,0,medium
21.86162,75.56395,MadhyaPradesh,2186_7556,2026-09-22,724.0,Wildfire,0.9998,Wildfire,25.7,Medium,0.409,11.27,367.0,292.62,367.0,292.62,31.985,37.715,13.426,82.709,316.098,94.62,Grassland,30.0,116.34380340576172,0.26140197200678245,4.547473508864649e-13,0.617708518090648,,1.0,4.0,landcover_code,3.1268,Classified as Wildfire (100% confidence). low persistence / first-seen (persistence score 13/100). Intensity score 54/100. Overall risk: 26/100.,0.0,0.0,0.0,0.0,0.0002,0.0,0.9998,0.48,0.64,N21,VIIRS,h,2.0NRT,D,90.0,30.0,,,,0,n/a
21.91965,83.35175,Chhattisgarh,2192_8335,2026-09-14,2042.0,Industrial,1.0,Industrial,51.8,High,0.755,3.99,336.06,291.1,336.06,291.1,0.964,0.956,26.161,63.851,423.127,6.195,Built-up,50.0,5292.0478515625,0.7413915852262982,5.73647039452609e-07,0.5090615077394385,0.26991971062212156,1.0,54.0,dist_power_plant_km,2.671,Classified as Industrial (100% confidence). moderately persistent (persistence score 43/100). Intensity score 35/100. Overall risk: 52/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.55,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
